449 , ст , 7173707 , 1
475 , то , 6718190 , 2
335 , но , 6436135 , 3
323 , на , 5928622 , 4
388 , по , 5212731 , 5
146 , ен , 5189907 , 6
332 , ни , 5157969 , 7
265 , ко , 5117773 , 8
400 , ра , 5048021 , 9
354 , ов , 4901938 , 10
328 , не , 4805426 , 11
414 , ро , 4714358 , 12
390 , пр , 4179260 , 13
13 , ал , 4122610 , 14
95 , го , 4087992 , 15
405 , ре , 3989734 , 16
370 , ос , 3966047 , 17
282 , ли , 3866502 , 18
253 , ка , 3753269 , 19
70 , во , 3679002 , 20
150 , ер , 3638393 , 21
462 , та , 3636025 , 22
371 , от , 3510602 , 23
57 , ва , 3485014 , 24
369 , ор , 3415027 , 25
364 , ол , 3375143 , 26
153 , ет , 3307969 , 27
467 , те , 3288502 , 28
365 , ом , 3209060 , 29
15 , ан , 3170297 , 30
142 , ел , 3106510 , 31
356 , од , 3090910 , 32
489 , ть , 3036424 , 33
273 , ла , 2960226 , 34
366 , он , 2942617 , 35
278 , ле , 2925023 , 36
287 , ло , 2912925 , 37
152 , ес , 2878245 , 38
20 , ат , 2864282 , 39
409 , ри , 2820329 , 40
297 , ль , 2819650 , 41
106 , де , 2799748 , 42
355 , ог , 2773312 , 43
62 , ве , 2745369 , 44
347 , ны , 2714057 , 45
470 , ти , 2688091 , 46
182 , за , 2670888 , 47
225 , ит , 2612768 , 48
441 , ск , 2586828 , 49
101 , да , 2555297 , 50
12 , ак , 2444401 , 51
362 , ой , 2431895 , 52
220 , ин , 2384696 , 53
304 , ме , 2346193 , 54
144 , ем , 2338387 , 55
218 , ил , 2335238 , 56
560 , че , 2268576 , 57
353 , об , 2221408 , 58
19 , ас , 2213300 , 59
115 , до , 2157311 , 60
310 , мо , 2122362 , 61
260 , ки , 2061205 , 62
477 , тр , 2017218 , 63
461 , ся , 2001670 , 64
134 , ед , 1935815 , 65
445 , со , 1915082 , 66
305 , ми , 1914722 , 67
334 , нн , 1897247 , 68
436 , се , 1889506 , 69
14 , ам , 1870040 , 70
224 , ис , 1862616 , 71
3 , ав , 1850439 , 72
168 , же , 1821313 , 73
9 , аз , 1810274 , 74
300 , ма , 1765557 , 75
219 , им , 1749666 , 76
464 , тв , 1717885 , 77
18 , ар , 1698166 , 78
65 , ви , 1687298 , 79
212 , ие , 1610394 , 80
419 , ру , 1583604 , 81
43 , бо , 1517618 , 82
442 , сл , 1503147 , 83
214 , из , 1494881 , 84
81 , вы , 1491179 , 85
110 , ди , 1488226 , 86
52 , бы , 1470406 , 87
235 , ия , 1447234 , 88
217 , ик , 1437934 , 89
133 , ег , 1408718 , 90
383 , пе , 1401258 , 91
209 , ив , 1340779 , 92
568 , чт , 1330584 , 93
73 , вс , 1325448 , 94
140 , ей , 1321751 , 95
458 , сь , 1228030 , 96
363 , ок , 1214259 , 97
627 , ьн , 1185471 , 98
357 , ое , 1160543 , 99
340 , ну , 1156929 , 100
440 , си , 1150205 , 101
228 , их , 1142007 , 102
650 , эт , 1140522 , 103
543 , хо , 1139461 , 104
5 , ад , 1139097 , 105
558 , ча , 1124769 , 106
359 , ож , 1082000 , 107
30 , ая , 1080275 , 108
446 , сп , 1080027 , 109
299 , ля , 1073751 , 110
132 , ев , 1068095 , 111
230 , ич , 1060816 , 112
315 , му , 1051209 , 113
562 , чи , 1047351 , 114
574 , ше , 1044240 , 115
478 , тс , 1042223 , 116
114 , дн , 1039486 , 117
270 , ку , 1033571 , 118
497 , уд , 1008986 , 119
613 , ых , 1003687 , 120
431 , са , 1003667 , 121
141 , ек , 993048 , 122
35 , бе , 991249 , 123
376 , оч , 982203 , 124
216 , ий , 972401 , 125
382 , па , 961412 , 126
553 , ци , 954434 , 127
267 , кр , 943075 , 128
194 , зн , 922793 , 129
368 , оп , 922532 , 130
6 , ае , 917165 , 131
120 , ду , 916890 , 132
215 , ии , 911508 , 133
588 , ще , 884124 , 134
480 , ту , 880925 , 135
600 , ые , 878830 , 136
604 , ый , 873612 , 137
223 , ир , 871113 , 138
488 , ты , 856496 , 139
360 , оз , 840457 , 140
69 , вн , 837650 , 141
606 , ыл , 829169 , 142
426 , ры , 828626 , 143
687 , ят , 826192 , 144
511 , ут , 825669 , 145
474 , тн , 821490 , 146
171 , жи , 808473 , 147
339 , нт , 806817 , 148
510 , ус , 796350 , 149
448 , сс , 791981 , 150
576 , ши , 789189 , 151
211 , ид , 780927 , 152
607 , ым , 773260 , 153
351 , ня , 768863 , 154
84 , га , 767374 , 155
433 , св , 753802 , 156
138 , ез , 752248 , 157
292 , лу , 729318 , 158
269 , кт , 725392 , 159
319 , мы , 724184 , 160
309 , мн , 705437 , 161
135 , ее , 701614 , 162
499 , уж , 700853 , 163
519 , ую , 692632 , 164
67 , вл , 691221 , 165
504 , ул , 663580 , 166
96 , гр , 658131 , 167
384 , пи , 655135 , 168
8 , аж , 651599 , 169
44 , бр , 651266 , 170
2 , аб , 646284 , 171
515 , уч , 635740 , 172
117 , др , 626853 , 173
552 , це , 622031 , 174
29 , аю , 618145 , 175
159 , еч , 616467 , 176
444 , сн , 615677 , 177
25 , ач , 612117 , 178
90 , ги , 610113 , 179
565 , чн , 603811 , 180
450 , су , 602809 , 181
92 , гл , 600810 , 182
298 , лю , 598858 , 183
175 , жн , 594967 , 184
23 , ах , 592135 , 185
131 , еб , 577204 , 186
47 , бу , 574863 , 187
413 , рн , 570726 , 188
509 , ур , 569071 , 189
630 , ьс , 555897 , 190
597 , ыв , 552762 , 191
590 , щи , 540936 , 192
348 , нь , 537143 , 193
184 , зв , 536986 , 194
386 , пл , 536216 , 195
17 , ап , 536209 , 196
164 , жа , 530793 , 197
88 , гд , 527269 , 198
430 , ря , 524450 , 199
338 , нс , 521114 , 200
625 , ьк , 519655 , 201
496 , уг , 517220 , 202
40 , бл , 516598 , 203
361 , ои , 515750 , 204
290 , лс , 513645 , 205
167 , жд , 508324 , 206
26 , аш , 506685 , 207
31 , ба , 502297 , 208
38 , би , 498255 , 209
505 , ум , 494487 , 210
229 , иц , 494179 , 211
149 , еп , 487579 , 212
418 , рт , 484158 , 213
186 , зд , 481168 , 214
664 , ют , 469868 , 215
195 , зо , 464937 , 216
137 , еж , 462909 , 217
72 , вр , 461063 , 218
112 , дл , 460217 , 219
503 , ук , 458893 , 220
508 , уп , 452891 , 221
262 , кл , 446340 , 222
572 , ша , 438095 , 223
160 , еш , 434389 , 224
377 , ош , 433712 , 225
393 , пу , 431907 , 226
443 , см , 423200 , 227
4 , аг , 419810 , 228
103 , дв , 417153 , 229
75 , ву , 416928 , 230
257 , ке , 407683 , 231
471 , тк , 401567 , 232
24 , ац , 396380 , 233
247 , йс , 387428 , 234
381 , оя , 384812 , 235
11 , ай , 382889 , 236
190 , зи , 382699 , 237
221 , ио , 377613 , 238
126 , ды , 377512 , 239
494 , уб , 376142 , 240
333 , нк , 374477 , 241
611 , ыс , 366505 , 242
612 , ыт , 363384 , 243
210 , иг , 359433 , 244
157 , ех , 356392 , 245
669 , ющ , 348512 , 246
161 , ещ , 338849 , 247
535 , ха , 336899 , 248
327 , нд , 336677 , 249
118 , дс , 334671 , 250
412 , рм , 334205 , 251
681 , ял , 333183 , 252
89 , ге , 328899 , 253
683 , ян , 326140 , 254
99 , гу , 322111 , 255
234 , ию , 321922 , 256
296 , лы , 319477 , 257
516 , уш , 314781 , 258
417 , рс , 314420 , 259
524 , фи , 307918 , 260
492 , тя , 303112 , 261
550 , ца , 300342 , 262
203 , зы , 294875 , 263
79 , вш , 291736 , 264
374 , ох , 291336 , 265
231 , иш , 287906 , 266
193 , зм , 286199 , 267
527 , фо , 285586 , 268
635 , ьш , 284207 , 269
207 , иа , 279618 , 270
343 , нц , 273297 , 271
268 , кс , 269549 , 272
682 , ям , 265964 , 273
577 , шк , 264592 , 274
495 , ув , 264145 , 275
427 , рь , 263595 , 276
199 , зу , 263040 , 277
403 , рг , 261832 , 278
208 , иб , 260858 , 279
402 , рв , 257003 , 280
674 , яд , 255296 , 281
447 , ср , 254518 , 282
187 , зе , 249775 , 283
569 , чу , 248680 , 284
578 , шл , 246970 , 285
523 , фе , 246642 , 286
322 , мя , 243924 , 287
672 , яв , 240098 , 288
506 , ун , 239837 , 289
586 , шь , 239493 , 290
286 , лн , 239271 , 291
637 , ью , 238356 , 292
410 , рк , 232599 , 293
622 , ье , 229001 , 294
563 , чк , 228068 , 295
127 , дь , 224439 , 296
517 , ущ , 224286 , 297
587 , ща , 223845 , 298
615 , ыш , 222220 , 299
367 , оо , 222118 , 300
148 , ео , 220445 , 301
513 , ух , 219221 , 302
56 , бя , 217984 , 303
66 , вк , 216570 , 304
457 , сы , 213995 , 305
686 , яс , 213889 , 306
74 , вт , 213790 , 307
244 , йн , 211418 , 308
196 , зр , 209408 , 309
158 , ец , 207818 , 310
655 , юд , 206304 , 311
677 , яз , 201526 , 312
42 , бн , 201341 , 313
283 , лк , 199563 , 314
50 , бщ , 197330 , 315
500 , уз , 196422 , 316
407 , рж , 192740 , 317
83 , вя , 190874 , 318
311 , мп , 189670 , 319
264 , кн , 188660 , 320
284 , лл , 186323 , 321
129 , дя , 185412 , 322
498 , уе , 185154 , 323
254 , кв , 184716 , 324
454 , сч , 183420 , 325
580 , шн , 183192 , 326
64 , вз , 183028 , 327
653 , юб , 182179 , 328
375 , оц , 178877 , 329
213 , иж , 177955 , 330
222 , ип , 176682 , 331
675 , яе , 176507 , 332
638 , ья , 176300 , 333
397 , пы , 175479 , 334
27 , ащ , 167434 , 335
111 , дк , 160034 , 336
404 , рд , 158407 , 337
280 , лж , 158349 , 338
373 , оф , 156020 , 339
10 , аи , 151719 , 340
539 , хи , 150592 , 341
692 , ящ , 148840 , 342
688 , ях , 146375 , 343
542 , хн , 146281 , 344
378 , ощ , 144122 , 345
192 , зл , 143545 , 346
521 , фа , 143389 , 347
610 , ыр , 143384 , 348
643 , эк , 142412 , 349
61 , вд , 140990 , 350
581 , шо , 138671 , 351
45 , бс , 137643 , 352
608 , ын , 136111 , 353
206 , зя , 134750 , 354
585 , шу , 134712 , 355
185 , зг , 132986 , 356
472 , тл , 131399 , 357
626 , ьм , 131111 , 358
71 , вп , 131078 , 359
544 , хр , 129409 , 360
307 , мл , 128034 , 361
631 , ьт , 127804 , 362
248 , йт , 127187 , 363
179 , жу , 126374 , 364
94 , гн , 125698 , 365
130 , еа , 125049 , 366
399 , пя , 124971 , 367
605 , ык , 122620 , 368
424 , рш , 121912 , 369
326 , нг , 121766 , 370
51 , бъ , 120811 , 371
163 , ея , 120285 , 372
308 , мм , 119473 , 373
380 , ою , 119158 , 374
693 , яю , 116793 , 375
623 , ьз , 116710 , 376
596 , ыб , 115247 , 377
557 , цы , 114503 , 378
594 , ъе , 114416 , 379
271 , кц , 113108 , 380
452 , сх , 113061 , 381
435 , сд , 110058 , 382
609 , ып , 109966 , 383
22 , аф , 106797 , 384
571 , чь , 106684 , 385
680 , як , 106164 , 386
21 , ау , 104159 , 387
667 , юч , 103016 , 388
232 , ищ , 102239 , 389
116 , дп , 101066 , 390
421 , рх , 100386 , 391
344 , нч , 99327 , 392
313 , мс , 97066 , 393
493 , уа , 95653 , 394
528 , фр , 94618 , 395
82 , вь , 93451 , 396
555 , цо , 93246 , 397
122 , дц , 91529 , 398
614 , ыч , 91197 , 399
251 , йч , 91116 , 400
156 , еф , 90125 , 401
466 , тд , 88584 , 402
183 , зб , 87851 , 403
547 , ху , 86495 , 404
191 , зк , 84581 , 405
276 , лг , 83676 , 406
536 , хв , 82288 , 407
387 , пн , 82145 , 408
227 , иф , 81266 , 409
68 , вм , 81166 , 410
350 , ню , 80682 , 411
108 , дж , 79990 , 412
341 , нф , 79962 , 413
379 , оэ , 78167 , 414
238 , йд , 77314 , 415
676 , яж , 77250 , 416
389 , пп , 77159 , 417
599 , ыд , 76868 , 418
139 , еи , 76545 , 419
584 , шт , 76222 , 420
172 , жк , 76173 , 421
663 , юс , 74982 , 422
162 , ею , 73602 , 423
306 , мк , 73147 , 424
556 , цу , 72522 , 425
690 , яч , 72255 , 426
662 , юр , 71132 , 427
401 , рб , 69789 , 428
644 , эл , 69389 , 429
113 , дм , 69025 , 430
241 , йк , 68883 , 431
455 , сш , 68736 , 432
429 , рю , 68362 , 433
460 , сю , 67967 , 434
119 , дт , 67583 , 436
415 , рп , 66086 , 437
592 , щу , 65529 , 438
540 , хл , 65378 , 439
484 , тч , 65243 , 440
685 , яр , 64554 , 441
595 , ъя , 64450 , 442
416 , рр , 63830 , 443
570 , чш , 63645 , 444
618 , ьб , 62475 , 445
598 , ыг , 61603 , 446
39 , бк , 61280 , 447
252 , йш , 60713 , 448
392 , пт , 60657 , 449
320 , мь , 59128 , 450
423 , рч , 58210 , 451
473 , тм , 58190 , 452
91 , гк , 57975 , 453
204 , зь , 57888 , 454
385 , пк , 57839 , 455
411 , рл , 56161 , 456
155 , еу , 55963 , 457
633 , ьц , 55530 , 458
346 , нщ , 55262 , 459
673 , яг , 52846 , 460
620 , ьг , 52438 , 461
258 , кж , 52258 , 462
391 , пс , 52071 , 463
48 , бх , 52016 , 464
502 , уй , 50823 , 465
432 , сб , 50449 , 466
554 , цк , 49083 , 467
531 , фу , 48746 , 468
301 , мб , 48137 , 469
624 , ьи , 47784 , 470
398 , пь , 47775 , 471
294 , лч , 47264 , 472
694 , яя , 46318 , 473
453 , сц , 45985 , 474
372 , оу , 45965 , 475
476 , тп , 45948 , 476
551 , цв , 45666 , 477
689 , яц , 45320 , 478
479 , тт , 45108 , 479
646 , эн , 44486 , 480
291 , лт , 44343 , 481
602 , ыз , 43633 , 482
591 , щн , 41714 , 483
538 , хе , 41242 , 484
491 , тю , 40832 , 485
671 , яб , 40581 , 486
105 , дд , 40368 , 487
188 , зж , 40284 , 488
451 , сф , 40147 , 489
337 , нр , 39895 , 490
679 , яй , 39718 , 491
325 , нв , 39510 , 492
124 , дш , 38910 , 493
59 , вв , 38614 , 494
245 , йо , 36841 , 495
422 , рц , 36565 , 496
661 , юн , 36551 , 497
525 , фл , 36542 , 498
16 , ао , 36533 , 499
176 , жо , 36050 , 500
545 , хс , 35982 , 501
420 , рф , 35575 , 502
123 , дч , 35448 , 503
634 , ьч , 34513 , 504
566 , чо , 33949 , 505
648 , эр , 33543 , 506
532 , фф , 33459 , 507
78 , вч , 32868 , 508
657 , юз , 32395 , 509
277 , лд , 31814 , 510
437 , сё , 31728 , 511
651 , эф , 31539 , 512
621 , ьд , 31358 , 513
55 , бю , 30515 , 514
33 , бв , 30279 , 515
165 , жб , 30141 , 516
520 , уя , 30056 , 517
483 , тц , 29942 , 518
331 , нз , 29051 , 519
530 , фт , 28953 , 520
60 , вг , 28837 , 521
541 , хм , 28737 , 522
564 , чл , 27773 , 523
660 , юм , 27743 , 524
121 , дх , 27720 , 525
243 , йм , 26611 , 526
104 , дг , 26458 , 527
463 , тб , 26075 , 528 
250 , йц , 25963 , 529
645 , эм , 25904 , 530
647 , эп , 25341 , 531
593 , щь , 25188 , 532
76 , вх , 25145 , 533
154 , ёт , 25135 , 534
658 , юк , 24337 , 535
684 , яп , 24154 , 536
180 , жч , 23405 , 537
352 , оа , 22883 , 538
601 , ыж , 22491 , 539
41 , бм , 22392 , 540
408 , рз , 22359 , 541
649 , эс , 22321 , 543
312 , мр , 22321 , 542
659 , юл , 22320 , 544
147 , ён , 22181 , 545
242 , йл , 21658 , 546
261 , кк , 21598 , 547
666 , юц , 21393 , 548
77 , вц , 21138 , 549
617 , ыя , 20553 , 550
456 , съ , 20327 , 551
589 , щё , 19912 , 552
567 , чр , 19885 , 553
109 , дз , 19859 , 554
546 , хт , 19814 , 555
259 , кз , 19700 , 556
125 , дъ , 19527 , 557
573 , шв , 19056 , 559
226 , иу , 19040 , 560
53 , бь , 18623 , 561
145 , ём , 18268 , 562
102 , дб , 17961 , 563
668 , юш , 17816 , 564
561 , чё , 17794 , 565
181 , жь , 17670 , 566
302 , мв , 17584 , 567
656 , юж , 17290 , 568
318 , мч , 17269 , 569
317 , мц , 17255 , 570
303 , мг , 16757 , 571
514 , уц , 16499 , 572
178 , жс , 16465 , 573
274 , лб , 16436 , 574
288 , лп , 16383 , 575
501 , уи , 16185 , 576
670 , юю , 16123 , 577
330 , нж , 15854 , 578
100 , гч , 15465 , 579
434 , сг , 15211 , 580
619 , ьв , 15069 , 582
136 , её , 14850 , 583
197 , зс , 14707 , 584
394 , пц , 14382 , 585
279 , лё , 14266 , 586
678 , яи , 14173 , 587
143 , ёл , 14113 , 588
691 , яш , 13792 , 589
512 , уф , 13507 , 590
97 , гс , 13132 , 591
28 , аэ , 13001 , 592
529 , фс , 12992 , 593
128 , дю , 12857 , 594
285 , лм , 12682 , 595
654 , юг , 12660 , 596
425 , рщ , 12644 , 597
80 , вщ , 12634 , 598
151 , ёр , 12077 , 599
640 , эд , 11849 , 600
281 , лз , 11806 , 601
93 , гм , 11548 , 602
86 , гв , 11522 , 603
107 , дё , 11403 , 604
316 , мф , 11330 , 605
202 , зъ , 11159 , 606
582 , шп , 11078 , 607
321 , мэ , 11015 , 608
639 , эв , 10761 , 609
395 , пч , 10646 , 610
263 , км , 10423 , 611
632 , ьф , 10354 , 612
36 , бж , 10259 , 613
482 , тх , 10171 , 614
345 , нш , 9961 , 615
642 , эй , 9960 , 616
266 , кп , 9747 , 617
518 , уэ , 9549 , 618
98 , гт , 9484 , 619
324 , нб , 9457 , 620
628 , ьо , 9449 , 621
34 , бд , 9311 , 622
579 , шм , 9133 , 623
255 , кг , 9016 , 624
201 , зч , 8985 , 625
575 , шё , 8948 , 626
665 , юх , 8886 , 627
438 , сж , 8816 , 628
32 , бб , 8787 , 629
329 , нё , 8525 , 630
272 , кш , 8511 , 631
189 , зз , 8464 , 632
486 , тщ , 8441 , 633
533 , фы , 8369 , 634
200 , зц , 8344 , 635
87 , гг , 8240 , 636
293 , лх , 8211 , 637
239 , йе , 8200 , 638
1 , аа , 8146 , 639
468 , тё , 8114 , 640
636 , ьщ , 8058 , 641
603 , ыи , 7885 , 642
481 , тф , 7750 , 643
342 , нх , 7691 , 644
465 , тг , 7467 , 645
428 , рэ , 7311 , 646
275 , лв , 6960 , 647
49 , бш , 6928 , 648
406 , рё , 6915 , 649
63 , вё , 6884 , 650
629 , ьп , 6797 , 651
289 , лр , 6775 , 652
198 , зт , 6691 , 653
548 , хх , 6686 , 654
240 , йз , 6654 , 655
641 , эз , 6650 , 656
559 , чв , 6421 , 657
583 , шр , 6250 , 658
616 , ыщ , 6144 , 659
358 , оё , 6121 , 660
336 , нп , 6087 , 662
58 , вб , 6087 , 661
256 , кд , 6015 , 663
459 , сэ , 6014 , 664
236 , йб , 5967 , 665
173 , жл , 5842 , 666
487 , тъ , 5705 , 667
174 , жм , 5597 , 668
37 , бз , 5506 , 669
507 , уо , 5421 , 670
177 , жр , 5416 , 671
439 , сз , 5364 , 672
166 , жг , 5324 , 673
469 , тз , 5303 , 674
169 , жё , 5297 , 675
170 , жж , 5239 , 676
534 , фь , 5156 , 677
249 , йф , 5069 , 678
396 , пш , 5025 , 679
205 , зю , 4980 , 680
233 , иэ , 4962 , 681
652 , эх , 4906 , 682
490 , тэ , 4833 , 683
295 , лш , 4801 , 684
54 , бэ , 4705 , 685
246 , йр , 4654 , 686
537 , хг , 4629 , 687
46 , бт , 4612 , 688
549 , хш , 4543 , 689
85 , гб , 4542 , 690
314 , мт , 4402 , 691
237 , йг , 4367 , 692
526 , фн , 4365 , 693
349 , нэ , 4347 , 694
485 , тш , 4342 , 695
522 , фг , 4278 , 696
7 , аё , 4261 , 697
